,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Monthly Income,Debt-to-Income Ratio,Credit Utilization Ratio
12191,Fully Paid,32736.0,Short Term,719.0,753768.0,10+ years,Rent,Other,12122.95,11.9,6.0,0.0,99047.0,148346.0,0.0,0.0,62814.0,0.1929975801572898,0.6676755692772303
12192,Fully Paid,216216.0,Short Term,712.0,709574.0,2-3 years,Rent,Debt Consolidation,15551.69,15.7,9.0,0.0,341677.0,625020.0,0.0,0.0,59131.166666666664,0.26300326674878166,0.5466657066973857
12194,Fully Paid,95546.0,Short Term,697.0,2465611.0,0-1 year,Rent,Essential Needs,7664.03,19.4,6.0,0.0,35720.0,49478.0,0.0,0.0,205467.58333333334,0.03730043384783731,0.7219370225150572
12199,Charged Off,640134.0,Long Term,678.0,1257724.0,10+ years,Rent,Debt Consolidation,34063.39,19.5,11.0,0.0,327693.0,484572.0,0.0,0.0,104810.33333333333,0.3250003021330594,0.6762524454570219
12202,Fully Paid,447436.0,Short Term,740.0,1004701.0,10+ years,Home Mortgage,Debt Consolidation,25870.97,26.0,24.0,0.0,376067.0,552596.0,0.0,0.0,83725.08333333333,0.3089990355339549,0.6805460046761106
12203,Fully Paid,292490.0,Short Term,737.0,1010420.0,2-3 years,Own Home,Debt Consolidation,13809.2,13.0,8.0,0.0,254391.0,574178.0,0.0,0.0,84201.66666666667,0.16400150432493418,0.4430525028823814
12205,Fully Paid,534028.0,Short Term,736.0,2882490.0,10+ years,Rent,Debt Consolidation,28344.58,16.2,9.0,0.0,564756.0,1213234.0,0.0,0.0,240207.5,0.11800039549139807,0.4654963510748957
12206,Fully Paid,396836.0,Short Term,750.0,3217745.0,4-6 years,Own Home,Debt Consolidation,18260.71,21.9,18.0,0.0,364534.0,1416426.0,0.0,0.0,268145.4166666667,0.06810002657140325,0.2573618388818053
12209,Fully Paid,54274.0,Short Term,748.0,495026.0,2-3 years,Rent,Essential Needs,2417.37,13.4,7.0,0.0,12027.0,32582.0,0.0,0.0,41252.166666666664,0.05859983111998158,0.3691301945859677
12210,Fully Paid,334026.0,Long Term,676.0,1923180.0,10+ years,Own Home,Other,41027.84,14.2,13.0,0.0,333431.0,496870.0,0.0,0.0,160265.0,0.256,0.6710628534626764
12211,Charged Off,445896.0,Short Term,751.0,1886947.0,7-9 years,Home Mortgage,Debt Consolidation,13413.05,10.4,10.0,0.0,80142.0,653466.0,0.0,0.0,157245.58333333334,0.08530001107609275,0.12264142281312264
12212,Fully Paid,322080.0,Short Term,680.0,1390800.0,10+ years,Home Mortgage,Debt Consolidation,27584.2,17.2,14.0,0.0,206853.0,272800.0,0.0,0.0,115900.0,0.23800000000000002,0.758258797653959
12213,Charged Off,269434.0,Short Term,748.0,892012.0,10+ years,Home Mortgage,Debt Consolidation,9068.7,35.6,12.0,0.0,323418.0,1749880.0,0.0,0.0,74334.33333333333,0.12199880719093467,0.18482295928863693
12214,Charged Off,237028.0,Short Term,743.0,923514.0,10+ years,Home Mortgage,Debt Consolidation,16623.29,19.2,13.0,0.0,342114.0,635844.0,0.0,0.0,76959.5,0.2160004937662017,0.5380470681487912
12215,Fully Paid,135146.0,Short Term,748.0,1167246.0,7-9 years,Home Mortgage,Debt Consolidation,9707.67,22.3,8.0,0.0,121771.0,353364.0,0.0,0.0,97270.5,0.09980076179314386,0.34460499654746946
12216,Fully Paid,132418.0,Short Term,718.0,857660.0,7-9 years,Rent,Debt Consolidation,2187.09,12.7,5.0,0.0,65398.0,269456.0,0.0,0.0,71471.66666666667,0.030600797518830304,0.24270381806306038
12217,Fully Paid,228646.0,Long Term,717.0,1993461.0,10+ years,Own Home,Other,22592.52,18.5,8.0,1.0,23769.0,130460.0,1.0,0.0,166121.75,0.13599977125210877,0.18219377586999846
12224,Charged Off,262966.0,Short Term,692.0,946295.0,4-6 years,Rent,Debt Consolidation,7404.68,12.9,9.0,0.0,245784.0,328658.0,0.0,0.0,78857.91666666667,0.09389900612388315,0.7478412209652587
12226,Fully Paid,179718.0,Short Term,750.0,1241650.0,2-3 years,Rent,Debt Consolidation,14071.97,15.4,9.0,0.0,106324.0,521620.0,0.0,0.0,103470.83333333333,0.13599938791124713,0.20383420881101186
12230,Fully Paid,288794.0,Long Term,685.0,1153338.0,7-9 years,Rent,Debt Consolidation,21721.18,16.5,7.0,0.0,66614.0,166936.0,0.0,0.0,96111.5,0.22599980231293862,0.3990391527291896
12231,Fully Paid,384802.0,Long Term,725.0,767296.0,4-6 years,Rent,Debt Consolidation,9655.04,10.2,8.0,0.0,343520.0,806828.0,0.0,0.0,63941.333333333336,0.15099841521394614,0.42576608645213104
12232,Fully Paid,304040.0,Short Term,720.0,1750527.0,10+ years,Home Mortgage,Big Purchase,18380.6,27.7,5.0,0.0,69483.0,123948.0,0.0,0.0,145877.25,0.12600045586272018,0.5605818569077355
12233,Fully Paid,474562.0,Long Term,702.0,1165422.0,4-6 years,Rent,Debt Consolidation,28747.0,19.5,16.0,0.0,154622.0,326084.0,0.0,0.0,97118.5,0.2959992174508461,0.4741784325511218
12234,Fully Paid,175230.0,Short Term,731.0,1059326.0,4-6 years,Rent,Debt Consolidation,23305.02,21.8,11.0,0.0,456133.0,622094.0,0.0,0.0,88277.16666666667,0.2639982781504466,0.7332219889598678
12235,Fully Paid,534930.0,Long Term,719.0,1428857.0,4-6 years,Rent,Debt Consolidation,28576.95,14.1,19.0,0.0,170658.0,535524.0,0.0,0.0,119071.41666666667,0.23999840431897662,0.3186747932865754
12236,Fully Paid,434500.0,Long Term,734.0,2345322.0,10+ years,Own Home,Debt Consolidation,51792.29,27.7,20.0,0.0,1117998.0,2955524.0,0.0,0.0,195443.5,0.26499878481504885,0.3782740387153006
12243,Fully Paid,220374.0,Short Term,748.0,1628984.0,10+ years,Home Mortgage,Debt Consolidation,37873.65,34.5,16.0,0.0,1150564.0,1677852.0,0.0,0.0,135748.66666666666,0.2789983204254922,0.6857362866331477
12244,Fully Paid,367862.0,Long Term,717.0,1073139.0,7-9 years,Home Mortgage,Debt Consolidation,26381.5,18.1,11.0,0.0,263511.0,413996.0,0.0,0.0,89428.25,0.2950018590322409,0.6365061498178727
12248,Charged Off,332310.0,Short Term,741.0,746187.0,4-6 years,Rent,Debt Consolidation,16540.45,13.4,9.0,0.0,134672.0,320210.0,0.0,0.0,62182.25,0.2659995416698495,0.4205739983136067
12249,Charged Off,378642.0,Short Term,724.0,744781.0,7-9 years,Rent,Debt Consolidation,13902.49,9.1,8.0,0.0,237842.0,322850.0,0.0,0.0,62065.083333333336,0.22399857139212734,0.736695059625213
12250,Fully Paid,434500.0,Short Term,735.0,1350900.0,10+ years,Rent,Debt Consolidation,3354.83,13.9,7.0,0.0,119035.0,358908.0,0.0,0.0,112575.0,0.02980084388185654,0.33165880949992754
12254,Fully Paid,432388.0,Short Term,737.0,2707348.0,7-9 years,Rent,Debt Consolidation,47152.87,27.8,15.0,0.0,531449.0,1225796.0,0.0,0.0,225612.33333333334,0.20899952278022627,0.4335541966199922
12257,Fully Paid,438900.0,Short Term,741.0,1573067.0,10+ years,Home Mortgage,Debt Consolidation,26086.62,15.8,14.0,0.0,441161.0,598840.0,0.0,0.0,131088.91666666666,0.19899943231915743,0.7366926057043618
12258,Charged Off,224532.0,Short Term,712.0,1260441.0,7-9 years,Home Mortgage,Big Purchase,16805.88,11.1,14.0,0.0,170715.0,352352.0,0.0,0.0,105036.75,0.16,0.48450129416038507
12259,Charged Off,697488.0,Long Term,677.0,1371553.0,10+ years,Rent,Debt Consolidation,39546.6,13.1,10.0,0.0,662834.0,796158.0,0.0,0.0,114296.08333333333,0.34600135758516076,0.8040318383845896
12261,Fully Paid,322872.0,Short Term,715.0,2225014.0,10+ years,Rent,Debt Consolidation,30593.99,18.4,7.0,0.0,93670.0,197164.0,0.0,0.0,185417.83333333334,0.16500025617816338,0.4750867298289749
12266,Fully Paid,753148.0,Long Term,678.0,1709715.0,0-1 year,Home Mortgage,Debt Consolidation,36901.42,21.0,17.0,0.0,799102.0,1389322.0,0.0,0.0,142476.25,0.2590005000833472,0.5751740777156051
12267,Fully Paid,32604.0,Short Term,710.0,780672.0,10+ years,Rent,Leisure,12425.81,20.8,6.0,0.0,278445.0,363044.0,0.0,0.0,65056.0,0.1910017523364486,0.7669731492601448
12268,Fully Paid,334422.0,Short Term,737.0,1155276.0,2-3 years,Home Mortgage,Debt Consolidation,8549.05,17.4,7.0,1.0,263511.0,454718.0,1.0,0.0,96273.0,0.08880007894217484,0.5795042201980128
12269,Charged Off,217052.0,Short Term,712.0,576783.0,0-1 year,Rent,Debt Consolidation,11631.8,8.7,10.0,0.0,279661.0,548834.0,0.0,0.0,48065.25,0.2420001976479889,0.5095548016340096
12270,Fully Paid,431376.0,Long Term,706.0,1257363.0,2-3 years,Rent,Debt Consolidation,12406.05,18.0,21.0,0.0,357447.0,475728.0,0.0,0.0,104780.25,0.11840065279477764,0.7513684290182625
12271,Fully Paid,273856.0,Long Term,650.0,1652297.0,10+ years,Rent,Big Purchase,13906.86,17.4,6.0,0.0,42389.0,206184.0,0.0,0.0,137691.41666666666,0.10100019548543634,0.20558821247041478
12272,Fully Paid,173910.0,Short Term,716.0,1614563.0,2-3 years,Rent,Debt Consolidation,13723.7,13.7,5.0,0.0,249812.0,345576.0,0.0,0.0,134546.91666666666,0.10199936453393273,0.7228858485542977
12274,Fully Paid,308616.0,Short Term,738.0,989976.0,4-6 years,Rent,Debt Consolidation,11549.72,12.8,8.0,0.0,483227.0,702922.0,0.0,0.0,82498.0,0.13999999999999999,0.6874546535746499
12275,Fully Paid,172964.0,Short Term,740.0,634885.0,4-6 years,Own Home,Debt Consolidation,14337.78,15.0,9.0,0.0,161044.0,415294.0,0.0,0.0,52907.083333333336,0.2709992518330091,0.3877831126864342
12278,Fully Paid,65736.0,Short Term,709.0,775808.0,10+ years,Rent,Debt Consolidation,16679.91,17.1,10.0,0.0,225340.0,300256.0,0.0,0.0,64650.666666666664,0.2580005877742947,0.7504929127144836
12279,Fully Paid,216436.0,Short Term,716.0,2616908.0,10+ years,Home Mortgage,Debt Consolidation,27477.61,20.2,21.0,0.0,804878.0,1266254.0,0.0,0.0,218075.66666666666,0.1260003485028897,0.6356370838710085
12280,Charged Off,201740.0,Short Term,730.0,967955.0,2-3 years,Home Mortgage,Debt Consolidation,14599.98,18.0,7.0,0.0,138130.0,235202.0,0.0,0.0,80662.91666666667,0.18099990185494158,0.5872824210678481
12281,Fully Paid,144034.0,Short Term,737.0,765548.0,0-1 year,Rent,Essential Needs,12306.11,14.7,6.0,0.0,55670.0,270864.0,0.0,0.0,63795.666666666664,0.19289883847910258,0.20552749719416386
12282,Charged Off,268400.0,Short Term,743.0,1379172.0,10+ years,Home Mortgage,Debt Consolidation,34249.59,18.2,13.0,0.0,142728.0,187814.0,0.0,0.0,114931.0,0.29800132253265,0.759943348206204
12283,Fully Paid,107536.0,Short Term,732.0,705755.0,2-3 years,Rent,Essential Needs,14232.71,23.2,8.0,0.0,80883.0,120384.0,0.0,0.0,58812.916666666664,0.24199973078476242,0.671875
12284,Fully Paid,97944.0,Short Term,746.0,2130812.0,10+ years,Home Mortgage,Other,26812.61,30.5,10.0,0.0,993130.0,1377156.0,0.0,0.0,177567.66666666666,0.15099939365838,0.7211456073240795
12285,Fully Paid,436128.0,Long Term,742.0,1713781.0,2-3 years,Home Mortgage,Debt Consolidation,9411.46,21.5,6.0,0.0,317528.0,885918.0,0.0,0.0,142815.08333333334,0.06589962194702823,0.3584169189473518
12286,Fully Paid,257708.0,Short Term,724.0,1724953.0,10+ years,Home Mortgage,Debt Consolidation,25011.79,14.8,15.0,0.0,196061.0,279246.0,0.0,0.0,143746.08333333334,0.1739998017337284,0.7021085351267341
12287,Fully Paid,228338.0,Short Term,691.0,763952.0,10+ years,Own Home,Debt Consolidation,15406.34,14.4,12.0,1.0,204554.0,523996.0,1.0,0.0,63662.666666666664,0.24199960206923996,0.3903732089557936
12288,Fully Paid,216810.0,Short Term,705.0,1591592.0,2-3 years,Home Mortgage,Big Purchase,41646.48,23.0,30.0,0.0,230850.0,1231824.0,0.0,0.0,132632.66666666666,0.31399866297392803,0.18740501889880373
12292,Charged Off,223674.0,Short Term,735.0,1197665.0,10+ years,Home Mortgage,Debt Consolidation,25450.5,14.2,13.0,0.0,487502.0,628606.0,0.0,0.0,99805.41666666667,0.25500118981518205,0.775528709557338
12294,Fully Paid,357742.0,Long Term,714.0,1351679.0,10+ years,Home Mortgage,Big Purchase,27146.25,17.3,13.0,0.0,198360.0,446864.0,0.0,0.0,112639.91666666667,0.24100026707524494,0.443893444090372
12295,Fully Paid,754908.0,Short Term,736.0,4098072.0,2-3 years,Home Mortgage,Debt Consolidation,59550.04699999999,24.0,17.0,0.0,1140703.0,1537624.0,0.0,0.0,341506.0,0.1743748191832647,0.7418608190298799
12296,Fully Paid,121242.0,Short Term,720.0,1215373.0,2-3 years,Home Mortgage,Debt Consolidation,17825.23,22.0,10.0,1.0,94297.0,164428.0,1.0,0.0,101281.08333333333,0.17599762377475886,0.5734850512078234
12297,Charged Off,265672.0,Long Term,717.0,1433987.0,2-3 years,Rent,Debt Consolidation,9535.91,16.7,8.0,0.0,221559.0,1042866.0,0.0,0.0,119498.91666666667,0.07979913346494773,0.2124520312293238
12299,Fully Paid,333762.0,Short Term,699.0,1553307.0,0-1 year,Own Home,Big Purchase,12258.23,27.1,5.0,0.0,2872.040000000002,22148.06,0.0,0.0,129442.25,0.094700377967781,0.1296745629188291
12300,Fully Paid,146300.0,Short Term,747.0,1457927.0,2-3 years,Rent,Debt Consolidation,30288.28,26.1,6.0,0.0,765092.0,1004432.0,0.0,0.0,121493.91666666667,0.2492987371795707,0.7617160743584434
12303,Fully Paid,217668.0,Short Term,735.0,1297111.0,10+ years,Home Mortgage,Debt Consolidation,13943.91,21.9,12.0,0.0,404111.0,483406.0,0.0,0.0,108092.58333333333,0.1289996923933264,0.8040318383845896
12304,Fully Paid,438636.0,Short Term,735.0,2272932.0,10+ years,Rent,Debt Consolidation,29926.9,16.0,9.0,0.0,169936.0,263076.0,0.0,0.0,189411.0,0.15799979937807204,0.6459578220742295
12305,Charged Off,337854.0,Long Term,669.0,1458915.0,4-6 years,Home Mortgage,Big Purchase,19719.72,19.4,20.0,1.0,304380.0,495704.0,1.0,0.0,121576.25,0.16220042977143975,0.6140357955554121
12307,Charged Off,217624.0,Short Term,720.0,676609.0,10+ years,Home Mortgage,Big Purchase,6935.19,29.5,4.0,0.0,126464.0,150194.0,0.0,0.0,56384.083333333336,0.12299907332004155,0.8040318383845896
12308,Fully Paid,314842.0,Long Term,705.0,873981.0,4-6 years,Rent,Debt Consolidation,8302.81,9.5,8.0,0.0,140220.0,235994.0,0.0,0.0,72831.75,0.11399986956238178,0.5941676483300423
12309,Charged Off,401434.0,Short Term,738.0,1627502.0,4-6 years,Rent,Debt Consolidation,37432.47,16.1,13.0,0.0,439641.0,606738.0,0.0,0.0,135625.16666666666,0.27599943963202506,0.7245977670757394
12310,Charged Off,292578.0,Short Term,701.0,1096547.0,2-3 years,Rent,Other,14163.74,16.0,9.0,0.0,166725.0,247192.0,0.0,0.0,91378.91666666667,0.15500008663559336,0.6744757111880644
12313,Fully Paid,71016.0,Short Term,685.0,363961.72000000003,0-1 year,Rent,Debt Consolidation,3029.17,11.9,6.0,0.0,175161.0,312488.0,0.0,0.0,30330.143333333337,0.09987325040666363,0.5605367246102251
12314,Fully Paid,129140.0,Short Term,716.0,808564.0,7-9 years,Home Mortgage,Debt Consolidation,17316.79,21.3,15.0,1.0,45980.0,191532.0,1.0,0.0,67380.33333333333,0.2570006579565749,0.24006432345508844
12315,Fully Paid,330704.0,Short Term,737.0,1859758.0,7-9 years,Home Mortgage,Debt Consolidation,18907.47,17.6,10.0,0.0,140581.0,318560.0,0.0,0.0,154979.83333333334,0.12199955047914836,0.44130148166750377
12317,Fully Paid,214676.0,Short Term,716.0,902899.0,2-3 years,Home Mortgage,Big Purchase,4657.47,19.4,9.0,1.0,47006.0,154616.0,1.0,0.0,75241.58333333333,0.061900212537614956,0.3040176954519584
12318,Fully Paid,43252.0,Short Term,740.0,1494312.0,10+ years,Home Mortgage,Debt Consolidation,26025.82,21.2,13.0,0.0,461548.0,735130.0,0.0,0.0,124526.0,0.2089990845285322,0.6278454150966496
12319,Charged Off,450516.0,Long Term,709.0,1264526.0,0-1 year,Rent,Debt Consolidation,15490.32,14.4,9.0,0.0,273828.0,1108646.0,0.0,0.0,105377.16666666667,0.14699882801935268,0.2469931790670782
12324,Fully Paid,151338.0,Short Term,746.0,1867130.0,2-3 years,Rent,Debt Consolidation,2956.21,8.0,11.0,0.0,240597.0,1450988.0,0.0,0.0,155594.16666666666,0.018999491197720566,0.16581598193782443
12325,Fully Paid,151778.0,Short Term,734.0,1198368.0,2-3 years,Home Mortgage,Debt Consolidation,24766.31,20.4,11.0,0.0,528656.0,1114960.0,0.0,0.0,99864.0,0.2480003805175038,0.4741479514960178
12326,Charged Off,398178.0,Short Term,743.0,3285974.0,10+ years,Rent,Debt Consolidation,50384.96,12.3,11.0,0.0,173888.0,250118.0,0.0,0.0,273831.1666666667,0.18400009251442645,0.6952238543407512
12327,Fully Paid,707520.0,Long Term,692.0,2386875.0,2-3 years,Rent,Debt Consolidation,45748.39,15.3,22.0,0.0,198892.0,435336.0,0.0,0.0,198906.25,0.22999976119402984,0.4568700957421394
12328,Fully Paid,196130.0,Short Term,692.0,470535.0,4-6 years,Rent,Other,12508.27,9.4,10.0,0.0,72713.0,402798.0,0.0,0.0,39211.25,0.31899697153240464,0.1805197642490777
12329,Fully Paid,643610.0,Long Term,740.0,2058650.0,10+ years,Home Mortgage,Debt Consolidation,28649.53,25.5,13.0,0.0,994156.0,2041006.0,0.0,0.0,171554.16666666666,0.1669999077065067,0.48709116974668376
12333,Fully Paid,152878.0,Long Term,719.0,2461393.0,4-6 years,Home Mortgage,Other,23096.21,18.2,12.0,0.0,398601.0,718894.0,0.0,0.0,205116.08333333334,0.11260067774630056,0.5544642186469771
12334,Fully Paid,43362.0,Short Term,707.0,561792.0,4-6 years,Rent,Other,5337.1,6.4,4.0,0.0,13053.0,75966.0,0.0,0.0,46816.0,0.11400162337662338,0.1718268699154885
12335,Fully Paid,631180.0,Short Term,739.0,1217596.0,10+ years,Home Mortgage,Debt Consolidation,3835.34,14.5,8.0,0.0,125951.0,260436.0,0.0,0.0,101466.33333333333,0.03779913863054741,0.4836159363528852
12336,Fully Paid,424864.0,Short Term,736.0,838052.0,10+ years,Rent,Debt Consolidation,17878.43,10.5,14.0,0.0,192964.0,282084.0,0.0,0.0,69837.66666666667,0.25599981862700644,0.684065739283334
12337,Fully Paid,96954.0,Short Term,708.0,1052524.0,2-3 years,Rent,Essential Needs,2315.53,12.5,8.0,1.0,27132.0,139634.0,0.0,0.0,87710.33333333333,0.026399740053433464,0.1943079765673117
12338,Charged Off,770858.0,Long Term,705.0,2853135.0,10+ years,Rent,Debt Consolidation,39230.63,22.5,10.0,0.0,257716.0,438196.0,0.0,0.0,237761.25,0.16500009989012085,0.5881295128207469
12340,Charged Off,431596.0,Long Term,675.0,2795565.0,4-6 years,Home Mortgage,Debt Consolidation,27955.65,12.8,15.0,0.0,435100.0,804804.0,0.0,0.0,232963.75,0.12000000000000001,0.5406285257031526
12341,Fully Paid,437976.0,Short Term,696.0,3026016.0,2-3 years,Home Mortgage,Business Loan,13390.06,23.1,13.0,0.0,1089403.0,1576784.0,0.0,0.0,252168.0,0.05309975889089813,0.6909018610031558
12344,Fully Paid,150480.0,Short Term,741.0,1949514.0,2-3 years,Rent,Debt Consolidation,21607.18,17.0,6.0,0.0,75183.0,236544.0,0.0,0.0,162459.5,0.13300040933278756,0.3178393871753247
12348,Charged Off,291874.0,Short Term,706.0,806607.0,10+ years,Rent,Debt Consolidation,22853.77,16.4,20.0,0.0,322696.0,793298.0,0.0,0.0,67217.25,0.33999858667231997,0.4067777808591475
12351,Fully Paid,120120.0,Short Term,741.0,1241175.0,4-6 years,Rent,Debt Consolidation,13032.29,23.1,20.0,1.0,110219.0,364650.0,1.0,0.0,103431.25,0.12599954075774972,0.30225970108323047
12353,Fully Paid,336402.0,Short Term,750.0,1646331.0,2-3 years,Home Mortgage,Big Purchase,6475.58,20.5,6.0,0.0,76722.0,1057540.0,0.0,0.0,137194.25,0.04720008309386144,0.07254761049227453
12354,Fully Paid,506374.0,Long Term,699.0,1676845.0,2-3 years,Home Mortgage,Debt Consolidation,19004.18,16.6,16.0,0.0,404567.0,679866.0,0.0,0.0,139737.08333333334,0.1359995467678885,0.5950687341329026
12355,Charged Off,325094.0,Short Term,719.0,879700.0,7-9 years,Home Mortgage,Debt Consolidation,18766.87,16.5,10.0,1.0,41287.0,149402.0,1.0,0.0,73308.33333333333,0.25599913606911445,0.2763483755237547
12358,Fully Paid,463716.0,Short Term,748.0,3165666.0,7-9 years,Home Mortgage,Debt Consolidation,44319.4,25.9,13.0,0.0,1627141.0,2443628.0,0.0,0.0,263805.5,0.1680002880910368,0.6658709918203589
12359,Fully Paid,265584.0,Long Term,691.0,1907239.0,4-6 years,Home Mortgage,Debt Consolidation,28449.46,13.2,18.0,0.0,195149.0,301290.0,0.0,0.0,158936.58333333334,0.1789988145166914,0.6477115071857679
12360,Fully Paid,256652.0,Short Term,718.0,674576.0,7-9 years,Home Mortgage,Debt Consolidation,10062.4,16.0,15.0,0.0,309263.0,570218.0,0.0,0.0,56214.666666666664,0.1789995493465525,0.5423592380458
12361,Fully Paid,123002.0,Short Term,722.0,1004397.0,10+ years,Rent,Debt Consolidation,9207.02,8.8,12.0,0.0,146072.0,319704.0,0.0,0.0,83699.75,0.11000056750468191,0.45689763030803493
12363,Charged Off,443696.0,Short Term,689.0,1724364.0,7-9 years,Home Mortgage,Big Purchase,22416.77,8.2,10.0,0.0,26524.0,173470.0,0.0,0.0,143697.0,0.15600026444532594,0.1529025191675794
12364,Fully Paid,751366.0,Short Term,670.0,1468377.0,10+ years,Rent,Debt Consolidation,14194.33,16.7,7.0,0.0,568252.0,758032.0,0.0,0.0,122364.75,0.1160001552734754,0.7496411760981067
12365,Fully Paid,237710.0,Short Term,747.0,1250466.0,4-6 years,Home Mortgage,Debt Consolidation,8002.99,13.9,10.0,0.0,240635.0,684574.0,0.0,0.0,104205.5,0.07680007293281065,0.35151057445944484
12366,Fully Paid,88748.0,Short Term,732.0,1207298.0,10+ years,Home Mortgage,Debt Consolidation,8853.43,18.9,10.0,0.0,161994.0,303996.0,0.0,0.0,100608.16666666667,0.08799911869314783,0.5328820116054158
12370,Fully Paid,266266.0,Short Term,721.0,1849270.0,10+ years,Home Mortgage,Debt Consolidation,21420.6,13.5,13.0,0.0,232142.0,337260.0,0.0,0.0,154105.83333333334,0.13899928079728757,0.6883176184546047
12373,Fully Paid,336050.0,Short Term,747.0,1160862.0,0-1 year,Rent,Debt Consolidation,25635.75,11.5,13.0,0.0,82593.0,419474.0,0.0,0.0,96738.5,0.26500049101443585,0.19689658953832656
12376,Fully Paid,618992.0,Long Term,654.0,1375809.0,10+ years,Home Mortgage,Debt Consolidation,28089.41,18.7,18.0,0.0,436069.0,642400.0,0.0,0.0,114650.75,0.24499979284915274,0.6788122665006227
12377,Fully Paid,59818.0,Short Term,709.0,525996.0,0-1 year,Home Mortgage,Debt Consolidation,12711.38,7.4,11.0,0.0,81529.0,238986.0,0.0,0.0,43833.0,0.2899956653662765,0.34114550643133906
12378,Fully Paid,338910.0,Short Term,709.0,1045323.0,2-3 years,Rent,Essential Needs,20732.04,16.5,15.0,0.0,212078.0,299112.0,0.0,0.0,87110.25,0.23799770979878948,0.7090253817967852
12381,Fully Paid,606716.0,Long Term,712.0,2037693.0,4-6 years,Rent,Debt Consolidation,18339.18,14.0,11.0,0.0,265240.0,588368.0,0.0,0.0,169807.75,0.10799966432627486,0.45080629809914885
12383,Charged Off,208560.0,Short Term,700.0,564357.0,4-6 years,Rent,Debt Consolidation,13027.16,4.6,6.0,0.0,182191.0,215710.0,0.0,0.0,47029.75,0.27699828300171697,0.8040318383845896
12384,Fully Paid,545996.0,Long Term,732.0,945915.0,2-3 years,Home Mortgage,Debt Consolidation,9301.64,26.7,5.0,0.0,296381.0,556204.0,0.0,0.0,78826.25,0.11800180777342573,0.5328638413244061
12386,Fully Paid,235884.0,Short Term,746.0,1273475.0,2-3 years,Home Mortgage,Debt Consolidation,13870.38,31.7,24.0,0.0,363147.0,1688720.0,0.0,0.0,106122.91666666667,0.13070108168593808,0.21504275427542754
12387,Fully Paid,167574.0,Short Term,712.0,485640.0,4-6 years,Home Mortgage,Debt Consolidation,8255.88,10.9,21.0,1.0,64942.0,229240.0,1.0,0.0,40470.0,0.204,0.2832926190891642
12388,Fully Paid,225082.0,Short Term,704.0,583167.0,0-1 year,Rent,Debt Consolidation,9039.06,20.3,8.0,0.0,176738.0,299178.0,0.0,0.0,48597.25,0.18599941354706284,0.5907453088128137
12389,Fully Paid,429792.0,Long Term,696.0,1855844.0,4-6 years,Rent,Debt Consolidation,1371.4029,15.8,2.0,0.0,3933.0,74668.0,0.0,0.0,154653.66666666666,0.00886757442974733,0.05267316655059731
12390,Fully Paid,133122.0,Short Term,744.0,728137.0,2-3 years,Home Mortgage,Debt Consolidation,9162.37,15.2,5.0,0.0,142481.0,210716.0,0.0,0.0,60678.083333333336,0.1509996607781228,0.67617551586021
12393,Fully Paid,267168.0,Short Term,736.0,769120.0,7-9 years,Rent,Debt Consolidation,16279.77,9.6,9.0,0.0,136135.0,378906.0,0.0,0.0,64093.333333333336,0.2540009881422925,0.3592843607649391
12394,Fully Paid,329582.0,Short Term,750.0,2466789.0,10+ years,Own Home,Debt Consolidation,24051.15,18.0,7.0,0.0,1584619.0,3550305.659999994,0.0,0.0,205565.75,0.11699979203734086,0.4463331193855581
12395,Fully Paid,218350.0,Short Term,742.0,1272886.0,2-3 years,Rent,Debt Consolidation,9864.99,12.7,8.0,0.0,333298.0,495418.0,0.0,0.0,106073.83333333333,0.09300116428336866,0.6727611834854608
12396,Fully Paid,89914.0,Short Term,692.0,3203343.0,0-1 year,Rent,Debt Consolidation,25306.48,28.0,8.0,0.0,220248.0,303600.0,0.0,0.0,266945.25,0.09480026334988167,0.7254545454545455
12397,Fully Paid,154506.0,Short Term,699.0,1427014.0,4-6 years,Rent,Essential Needs,39718.55,11.9,14.0,1.0,534185.0,692648.0,0.0,1.0,118917.83333333333,0.3339999467419381,0.7712214573636248
12398,Fully Paid,328614.0,Short Term,743.0,1362262.0,10+ years,Home Mortgage,Debt Consolidation,10807.2,16.4,14.0,0.0,108186.0,212674.0,0.0,0.0,113521.83333333333,0.09519930820943402,0.5086940575716825
12401,Charged Off,135982.0,Short Term,748.0,723083.0,10+ years,Home Mortgage,Debt Consolidation,16233.22,22.1,21.0,0.0,241642.0,945274.0,0.0,0.0,60256.916666666664,0.2694001103607746,0.25563170043817984
12402,Charged Off,622600.0,Long Term,715.0,2016356.0,10+ years,Home Mortgage,Debt Consolidation,46543.92,19.3,19.0,0.0,547143.0,756008.0,0.0,0.0,168029.66666666666,0.27699822848742983,0.7237264685029788
12405,Fully Paid,179652.0,Short Term,732.0,510986.0,0-1 year,Rent,Debt Consolidation,12306.3,10.5,10.0,0.0,284487.0,883146.0,0.0,0.0,42582.166666666664,0.28900126422250316,0.3221290703915321
12406,Fully Paid,449900.0,Short Term,747.0,1447059.0,10+ years,Home Mortgage,Debt Consolidation,18570.6,18.0,15.0,0.0,624834.0,1655566.0,0.0,0.0,120588.25,0.1540000787804782,0.37741412906522603
